Summary,Description,Assignee,Priority,Due Date,Labels,Control ID,Section,Frameworks,Domain,Evidence (Min),RICE,WSJF,Next Review
[GRC] Unmapped,"Review and align this record against KSA frameworks (NCA ECC v2.0 / SAMA CSF / PDPL). Assign owner, define measurable acceptance criteria and minimum evidence, and schedule a review cycle. Minimum evidence: [Record/Log]. Owner: nan. Priority: Critical. Next review: 2026-05-08.

مراجعة وتصنيف هذا السجل مقابل الأطر التنظيمية السعودية (NCA ECC v2.0 / SAMA CSF / PDPL). تعيين مالك، وتحديد معايير قبول قابلة للقياس وأدلة دنيا مطلوبة، وتحديد دورة مراجعة دورية. الحد الأدنى للأدلة: [Record/Log]. المالك: nan. الأولوية: Critical. المراجعة القادمة: 2026-05-08.",Team - nan,Highest,2025-11-16,nan,UNMAPPED,Unmapped,nan,nan,Record/Log,52.5,9.0,2026-05-08
[GRC] Unmapped,"Review and align this record against KSA frameworks (NCA ECC v2.0 / SAMA CSF / PDPL). Assign owner, define measurable acceptance criteria and minimum evidence, and schedule a review cycle. Minimum evidence: [Record/Log]. Owner: nan. Priority: Critical. Next review: 2026-05-08.

مراجعة وتصنيف هذا السجل مقابل الأطر التنظيمية السعودية (NCA ECC v2.0 / SAMA CSF / PDPL). تعيين مالك، وتحديد معايير قبول قابلة للقياس وأدلة دنيا مطلوبة، وتحديد دورة مراجعة دورية. الحد الأدنى للأدلة: [Record/Log]. المالك: nan. الأولوية: Critical. المراجعة القادمة: 2026-05-08.",Team - nan,Highest,2025-11-16,nan;Operations Security,UNMAPPED,Unmapped,nan,Operations Security,Record/Log,52.5,9.0,2026-05-08
[GRC] Unmapped,"Review and align this record against KSA frameworks (NCA ECC v2.0 / SAMA CSF / PDPL). Assign owner, define measurable acceptance criteria and minimum evidence, and schedule a review cycle. Minimum evidence: [Record/Log]. Owner: nan. Priority: Critical. Next review: 2026-05-08.

مراجعة وتصنيف هذا السجل مقابل الأطر التنظيمية السعودية (NCA ECC v2.0 / SAMA CSF / PDPL). تعيين مالك، وتحديد معايير قبول قابلة للقياس وأدلة دنيا مطلوبة، وتحديد دورة مراجعة دورية. الحد الأدنى للأدلة: [Record/Log]. المالك: nan. الأولوية: Critical. المراجعة القادمة: 2026-05-08.",Team - nan,Highest,2025-11-16,nan,UNMAPPED,Unmapped,nan,nan,Record/Log,52.5,9.0,2026-05-08
[GRC] Unmapped,"Review and align this record against KSA frameworks (NCA ECC v2.0 / SAMA CSF / PDPL). Assign owner, define measurable acceptance criteria and minimum evidence, and schedule a review cycle. Minimum evidence: [Record/Log]. Owner: nan. Priority: Critical. Next review: 2026-05-08.

مراجعة وتصنيف هذا السجل مقابل الأطر التنظيمية السعودية (NCA ECC v2.0 / SAMA CSF / PDPL). تعيين مالك، وتحديد معايير قبول قابلة للقياس وأدلة دنيا مطلوبة، وتحديد دورة مراجعة دورية. الحد الأدنى للأدلة: [Record/Log]. المالك: nan. الأولوية: Critical. المراجعة القادمة: 2026-05-08.",Team - nan,Highest,2025-11-16,nan,UNMAPPED,Unmapped,nan,nan,Record/Log,52.5,9.0,2026-05-08
[GRC] Unmapped,"Review and align this record against KSA frameworks (NCA ECC v2.0 / SAMA CSF / PDPL). Assign owner, define measurable acceptance criteria and minimum evidence, and schedule a review cycle. Minimum evidence: [Record/Log]. Owner: nan. Priority: Critical. Next review: 2026-05-08.

مراجعة وتصنيف هذا السجل مقابل الأطر التنظيمية السعودية (NCA ECC v2.0 / SAMA CSF / PDPL). تعيين مالك، وتحديد معايير قبول قابلة للقياس وأدلة دنيا مطلوبة، وتحديد دورة مراجعة دورية. الحد الأدنى للأدلة: [Record/Log]. المالك: nan. الأولوية: Critical. المراجعة القادمة: 2026-05-08.",Team - nan,Highest,2025-11-16,nan,UNMAPPED,Unmapped,nan,nan,Record/Log,52.5,9.0,2026-05-08
[NCA ECC v2.0] NCA ECC: Risk Management,"Implement and periodically test controls under NCA ECC v2.0 – 'Risk Management'. Define scope and responsible owners, maintain configuration baselines, and retain proof of control operation (configs/screenshots/reports). Track nonconformities and close remediation actions within defined SLAs. Minimum evidence: [Policy/Standard; Configuration/Capture; Report/Review]. Owner: nan. Priority: Critical. Next review: 2026-05-08.

تطبيق واختبار ضوابط 'Risk Management' وفق الإصدار الثاني من ضوابط الأمن السيبراني الأساسية (NCA ECC). تحديد النطاق والمالكين المسؤولين، والحفاظ على خطوط الأساس للإعدادات، والاحتفاظ بأدلة التشغيل (إعدادات/لقطات/تقارير). تتبع حالات عدم المطابقة وإغلاق إجراءات المعالجة ضمن اتفاقيات مستوى الخدمة. الحد الأدنى للأدلة: [Policy/Standard; Configuration/Capture; Report/Review]. المالك: nan. الأولوية: Critical. المراجعة القادمة: 2026-05-08.",Team - nan,Highest,2025-11-16,NCA ECC v2.0;Risk Management;nan,NCA-ECC::Risk_Management,NCA ECC: Risk Management,NCA ECC v2.0,Risk Management,Policy/Standard; Configuration/Capture; Report/Review,52.5,9.0,2026-05-08
[GRC] Unmapped,"Review and align this record against KSA frameworks (NCA ECC v2.0 / SAMA CSF / PDPL). Assign owner, define measurable acceptance criteria and minimum evidence, and schedule a review cycle. Minimum evidence: [Record/Log]. Owner: nan. Priority: Critical. Next review: 2026-05-08.

مراجعة وتصنيف هذا السجل مقابل الأطر التنظيمية السعودية (NCA ECC v2.0 / SAMA CSF / PDPL). تعيين مالك، وتحديد معايير قبول قابلة للقياس وأدلة دنيا مطلوبة، وتحديد دورة مراجعة دورية. الحد الأدنى للأدلة: [Record/Log]. المالك: nan. الأولوية: Critical. المراجعة القادمة: 2026-05-08.",Team - nan,Highest,2025-11-16,nan,UNMAPPED,Unmapped,nan,nan,Record/Log,63.0,9.0,2026-05-08
[GRC] Unmapped,"Review and align this record against KSA frameworks (NCA ECC v2.0 / SAMA CSF / PDPL). Assign owner, define measurable acceptance criteria and minimum evidence, and schedule a review cycle. Minimum evidence: [Record/Log]. Owner: nan. Priority: Critical. Next review: 2026-05-08.

مراجعة وتصنيف هذا السجل مقابل الأطر التنظيمية السعودية (NCA ECC v2.0 / SAMA CSF / PDPL). تعيين مالك، وتحديد معايير قبول قابلة للقياس وأدلة دنيا مطلوبة، وتحديد دورة مراجعة دورية. الحد الأدنى للأدلة: [Record/Log]. المالك: nan. الأولوية: Critical. المراجعة القادمة: 2026-05-08.",Team - nan,Highest,2025-11-16,nan,UNMAPPED,Unmapped,nan,nan,Record/Log,63.0,9.0,2026-05-08
[NCA ECC v2.0] NCA ECC: Governance,"Implement and periodically test controls under NCA ECC v2.0 – 'Governance'. Define scope and responsible owners, maintain configuration baselines, and retain proof of control operation (configs/screenshots/reports). Track nonconformities and close remediation actions within defined SLAs. Minimum evidence: [Policy/Standard; Configuration/Capture; Report/Review]. Owner: nan. Priority: Critical. Next review: 2026-05-08.

تطبيق واختبار ضوابط 'Governance' وفق الإصدار الثاني من ضوابط الأمن السيبراني الأساسية (NCA ECC). تحديد النطاق والمالكين المسؤولين، والحفاظ على خطوط الأساس للإعدادات، والاحتفاظ بأدلة التشغيل (إعدادات/لقطات/تقارير). تتبع حالات عدم المطابقة وإغلاق إجراءات المعالجة ضمن اتفاقيات مستوى الخدمة. الحد الأدنى للأدلة: [Policy/Standard; Configuration/Capture; Report/Review]. المالك: nan. الأولوية: Critical. المراجعة القادمة: 2026-05-08.",Team - nan,Highest,2025-11-16,NCA ECC v2.0;Governance;Policy/Standard,NCA-ECC::Governance,NCA ECC: Governance,NCA ECC v2.0,Governance,Policy/Standard; Configuration/Capture; Report/Review,63.0,9.0,2026-05-08
[GRC] Unmapped,"Review and align this record against KSA frameworks (NCA ECC v2.0 / SAMA CSF / PDPL). Assign owner, define measurable acceptance criteria and minimum evidence, and schedule a review cycle. Minimum evidence: [Record/Log]. Owner: nan. Priority: Critical. Next review: 2026-05-08.

مراجعة وتصنيف هذا السجل مقابل الأطر التنظيمية السعودية (NCA ECC v2.0 / SAMA CSF / PDPL). تعيين مالك، وتحديد معايير قبول قابلة للقياس وأدلة دنيا مطلوبة، وتحديد دورة مراجعة دورية. الحد الأدنى للأدلة: [Record/Log]. المالك: nan. الأولوية: Critical. المراجعة القادمة: 2026-05-08.",Team - nan,Highest,2025-11-16,nan;Third-Party Risk,UNMAPPED,Unmapped,nan,Third-Party Risk,Record/Log,52.5,9.0,2026-05-08
[GRC] Unmapped,"Review and align this record against KSA frameworks (NCA ECC v2.0 / SAMA CSF / PDPL). Assign owner, define measurable acceptance criteria and minimum evidence, and schedule a review cycle. Minimum evidence: [Record/Log]. Owner: nan. Priority: Critical. Next review: 2026-05-08.

مراجعة وتصنيف هذا السجل مقابل الأطر التنظيمية السعودية (NCA ECC v2.0 / SAMA CSF / PDPL). تعيين مالك، وتحديد معايير قبول قابلة للقياس وأدلة دنيا مطلوبة، وتحديد دورة مراجعة دورية. الحد الأدنى للأدلة: [Record/Log]. المالك: nan. الأولوية: Critical. المراجعة القادمة: 2026-05-08.",Team - nan,Highest,2025-11-16,nan,UNMAPPED,Unmapped,nan,nan,Record/Log,52.5,9.0,2026-05-08
[NCA ECC v2.0] NCA ECC: Risk Management,"Implement and periodically test controls under NCA ECC v2.0 – 'Risk Management'. Define scope and responsible owners, maintain configuration baselines, and retain proof of control operation (configs/screenshots/reports). Track nonconformities and close remediation actions within defined SLAs. Minimum evidence: [Policy/Standard; Configuration/Capture; Report/Review]. Owner: nan. Priority: Critical. Next review: 2026-05-08.

تطبيق واختبار ضوابط 'Risk Management' وفق الإصدار الثاني من ضوابط الأمن السيبراني الأساسية (NCA ECC). تحديد النطاق والمالكين المسؤولين، والحفاظ على خطوط الأساس للإعدادات، والاحتفاظ بأدلة التشغيل (إعدادات/لقطات/تقارير). تتبع حالات عدم المطابقة وإغلاق إجراءات المعالجة ضمن اتفاقيات مستوى الخدمة. الحد الأدنى للأدلة: [Policy/Standard; Configuration/Capture; Report/Review]. المالك: nan. الأولوية: Critical. المراجعة القادمة: 2026-05-08.",Team - nan,Highest,2025-11-16,NCA ECC v2.0;SAMA CSF;Risk Management;nan,NCA-ECC::Risk_Management,NCA ECC: Risk Management,NCA ECC v2.0; SAMA CSF,Risk Management,Policy/Standard; Configuration/Capture; Report/Review,52.5,9.0,2026-05-08
[NCA ECC v2.0] NCA ECC: Risk Management,"Implement and periodically test controls under NCA ECC v2.0 – 'Risk Management'. Define scope and responsible owners, maintain configuration baselines, and retain proof of control operation (configs/screenshots/reports). Track nonconformities and close remediation actions within defined SLAs. Minimum evidence: [Policy/Standard; Configuration/Capture; Report/Review]. Owner: nan. Priority: Critical. Next review: 2026-05-08.

تطبيق واختبار ضوابط 'Risk Management' وفق الإصدار الثاني من ضوابط الأمن السيبراني الأساسية (NCA ECC). تحديد النطاق والمالكين المسؤولين، والحفاظ على خطوط الأساس للإعدادات، والاحتفاظ بأدلة التشغيل (إعدادات/لقطات/تقارير). تتبع حالات عدم المطابقة وإغلاق إجراءات المعالجة ضمن اتفاقيات مستوى الخدمة. الحد الأدنى للأدلة: [Policy/Standard; Configuration/Capture; Report/Review]. المالك: nan. الأولوية: Critical. المراجعة القادمة: 2026-05-08.",Team - nan,Highest,2025-11-16,NCA ECC v2.0;SAMA CSF;Governance;nan,NCA-ECC::Risk_Management,NCA ECC: Risk Management,NCA ECC v2.0; SAMA CSF,Governance,Policy/Standard; Configuration/Capture; Report/Review,63.0,9.0,2026-05-08
